location_key,X1_hospital_beds,X2_physicians,X3_ghs_early_detection,X4_testing_rate,X5_ghs_index,X7_age_60_plus,Y_is_ready
NP,2.3,0.7486,,126.29787724173492,,8.653061790433599,1
NR,2.3,1.3462,,0.0,,5.898098578549012,1
NZ,2.3,3.5898,,558.0184532767288,,22.21232362683429,0
OM,2.3,2.0031,,0.0,,4.2653049315183305,1
PA,2.3,1.5687,,705.7021374034479,,12.240658130402377,0
PE,2.3,1.3048,,0.0,,11.903852047064102,0
PF,2.3,1.57655,,0.0,,13.581864266795773,1
PG,2.3,0.0699,,0.0,,5.997210022949523,1
PH,2.3,0.6004,,172.01659631182045,,7.475560610672863,1
PK,2.3,0.9801,,75.40680984529065,,6.738539963164227,1
PL,2.3,2.3788,,495.2720383204699,,24.90976701962446,0
PR,2.3,1.57655,,657.7679982103158,,27.68948980019854,0
PS,2.3,1.57655,,363.6288434426834,,4.938158346623761,1
PT,2.3,5.124,,2062.133093020787,,28.34569975703094,0
PW,2.3,1.57655,,0.0,,21.86601812956003,0
PY,2.3,1.3544,,208.83305082488263,,9.900694423998218,0
QA,2.3,2.4852,,1456.1046975765864,,3.561605797866063,1
RE,2.3,1.57655,,0.0,,18.271924298677103,0
RO,2.3,2.9807,,0.0,,25.427725049033047,0
RS,2.3,3.1131,,710.0705882623248,,27.804919868048373,0
RU,2.3,4.0139,,415.24119114841005,,22.411768269125744,0
RW,2.3,0.134,,152.3835046207176,,5.120771290827688,1
SA,2.3,2.6117,,641.1895581723226,,5.850789284626152,1
SB,2.3,0.1937,,0.0,,5.625161964715714,0
SC,2.3,2.1212,,0.0,,12.989627821842586,0
SD,2.3,0.2618,,0.0,,5.669725075690543,1
SE,2.3,3.984,,1075.0454659422094,,25.42258033456873,0
SG,2.4,2.2936,,0.0,,20.934567426217573,1
SI,2.3,3.0861,,5612.6022870785255,,26.839004895939656,0
SK,5.8,3.4156,,7920.980232536165,,22.74512372530489,0
SL,2.3,1.57655,,2.877277567903161,,4.629731659267255,1
SM,2.3,1.57655,,0.0,,25.735164122812186,0
SN,2.3,0.0691,,39.22938043816475,,4.815434608243106,1
SO,2.3,1.57655,,0.0,,4.556150645127334,1
SR,2.3,1.2101,,78.10832648636118,,10.817988728917861,0
SS,2.3,1.57655,,2.8303347347429977,,5.15180419322283,1
ST,2.3,0.0531,,0.0,,4.984919762183965,1
SV,2.3,1.5662,,83.7151053444073,,12.057689855741442,1
SX,2.3,1.57655,,0.0,,13.518492607620914,0
SY,2.3,1.2874,,0.0,,7.532322929362023,1
SZ,2.3,0.3285,,0.0,,5.705572660416975,1
TC,2.3,1.57655,,0.0,,9.667338188956041,0
TD,2.3,0.0434,,0.0,,3.9355080303562815,1
TG,2.3,0.0774,,52.88621354757537,,4.69287823648441,1
TH,2.3,0.805,,230.81124753363105,,19.215119236857067,1
TL,2.3,0.7224,,5.692324728732853,,6.57230276341318,1
TN,2.3,1.3025,,69.82643825191744,,13.432484238004816,0
TO,2.3,1.57655,,0.0,,8.724940159134128,1
TR,2.3,1.8492,,1152.635493524563,,12.965319129648034,0
TT,2.3,4.1675,,303.1423567568495,,16.924939138586815,0
TW,2.3,1.57655,,203.71893339883337,,22.92114276597062,0
TZ,2.3,0.014,,0.0,,4.230935460721647,1
UA,2.3,1.57655,,183.7235852513844,,23.643384964919207,0
UG,2.3,0.168,,27.8456308344811,,3.226886163398264,1
US,2.3,2.612,,1415.3007966730852,,22.87533035951824,0
UY,2.3,5.0794,,1087.2546979080394,,20.23547043276573,0
UZ,2.3,1.57655,,0.0,,8.279785841304419,1
VC,2.3,1.57655,,13.907541438704968,,14.67817967137462,0
VE,2.3,1.57655,,0.0,,12.113398173572087,1
VG,2.3,1.57655,,0.0,,17.977974005357673,0
VI,2.3,1.57655,,652.2700937532919,,27.637589419955372,0
VN,2.3,0.8281,,256.71510956760073,,12.315381661144583,1
VU,2.3,0.1653,,0.0,,5.805306853328992,1
WS,2.3,0.3445,,0.0,,8.039917342875864,1
XK,2.3,1.57655,,0.0,,12.777095067598928,1
YE,2.3,1.57655,,0.0,,4.638451298546286,1
YT,2.3,1.57655,,0.0,,6.101981943675704,1
ZA,2.3,0.9054,,241.3104049339144,,8.535494545571652,1
ZM,2.3,1.1867,,126.09375261777171,,3.424224905673186,1
ZW,2.3,0.2096,,100.30944779584802,,4.6318871107958755,1
